,lat1,lng1,lat2,lng2,ville,nom de la voie,début du tronçon,fin du tronçon
0,48.897121406,2.2479852324,48.89627806,2.24865751,Courbevoie,Rue de Bezons,Rue du Capitaine Guynemer,Rue de l’alma ou rue de belfort
